StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,PROLIFIC_PID,Group
2/12/2025 22:48,2/12/2025 22:52,IP Address,172.56.153.14,100,247,True,2/12/2025 22:52,R_5S96AhKtPgSLYAG,,,,,45.5135,-122.5041,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,,,,,,Definitely not,the robot voice is too monotonish for entertainment purposes,the voice needs some semblance of emotion infused,no. people want aspirational characters and robots are not,Probably yes,30,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Very,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,61fa94565719bc09cb834f00,3
2/12/2025 22:40,2/12/2025 22:52,IP Address,45.19.7.206,100,750,True,2/12/2025 22:52,R_678dUIkcKNYxvdD,,,,,33.8206,-84.0229,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,Definitely yes,The voice is clear and understandable. ,The robot could be more personable than instructional at times when appropriate ,This robot cannot replace because people have questions and may need something explained again unless they can make it respond to human responses ,Probably not,,,,,,,,,,,55,Female,Some University but no degree,Moderately,Slightly,No,Slightly,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Interesting how many questions a machine can do better than a human on this survey ,66cdabfef572dde0bd228239,1
2/12/2025 22:49,2/12/2025 22:52,IP Address,76.36.215.138,100,211,True,2/12/2025 22:53,R_7QEYdofdTUlkztS,,,,,35.8047,-78.8881,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Definitely yes,The robot looks to be built properly and I enjoyed the audio commentary as well. It may also scare off young students though.,My only recommendation would be to make the robot appear more friendly to children.,"Yes I agree, if society can develop an open-minded standpoint on the use of technology.",Definitely not,,,,,,,,,,,26,Male,University - Bachelors Degree,Very,Very,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,,67ac14b866e200899d613e87,1
2/12/2025 22:44,2/12/2025 22:53,IP Address,72.143.209.1,100,520,True,2/12/2025 22:53,R_362bLfXfeGY90qd,,,,,45.5292,-73.7072,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,,,,,,Neutral,I think the AI robot moves swiftly and can make moves on the chess board. ,I do not have any recommendations. ,I do not think we are there yet with artificial intelligence in the next 10 years. ,Definitely not,45,Male,University - Bachelors Degree,Moderately,Moderately,No,Slightly,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,5ebc1eacadb5e7012a9c6b98,3
2/12/2025 22:47,2/12/2025 22:53,IP Address,99.23.242.171,100,333,True,2/12/2025 22:53,R_5AYgz9TDrPz9qSx,,,,,34.1394,-118.266,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,Neutral,"I think young ones would tolerate it more than I do, it just seems unnecessarily robotic. Same thing could be done in a less robotic way.","Have a talking frog, with no arms, gives instructions on how to move the pieces, which become illuminated and ask the young player to do the physical work for both players",I don't like the idea because of the above reasons. ,Neutral,,,,,,71,Male,University - Bachelors Degree,Moderately,Moderately,No,Moderately,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,60493e65aba91587246602a2,2
2/12/2025 22:49,2/12/2025 22:53,IP Address,98.199.156.120,100,274,True,2/12/2025 22:53,R_741TQB2hCugISfQ,,,,,29.7679,-94.9724,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,,,,,,Probably yes,the voice of the robot sounds very human like and its intelligence is impressive as it communicates.,no I don't have any recommendation other than for the robot to be more visual.,"yes and no, depending on the person and visual concept.",Neutral,18,Female,Primary,Moderately,Moderately,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,it was a great survey!,67acfb85581419b36a2f75bf,3
2/12/2025 22:48,2/12/2025 22:53,IP Address,76.141.104.192,100,354,True,2/12/2025 22:54,R_1PGpJv96shLKo9Z,,,,,42.0487,-87.8905,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,Neutral,The robot seems to move smoothly and is able to grasp the chess pieces well and place them with precision. The voice is pleasant and sounds trustworthy.,"In the video, it was difficult to see if the robot pointed accurately at square D4 when discussing it. Perhaps a different pointing mechanism would be easier to follow with the eyes?",I'm not sure. It would depend upon how well they could receive and respond to user input.,Definitely not,,,,,,37,Female,University - Bachelors Degree,Moderately,Slightly,No,Moderately,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,6672e1f88167a9b1cdde969a,2
2/12/2025 22:49,2/12/2025 22:54,IP Address,184.146.53.163,100,302,True,2/12/2025 22:54,R_7hV5bLoDxMywnT3,,,,,45.2496,-75.9181,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,,,,,,Probably yes,I like how descriptive it is and explains why every step is made ,Maybe make it more interactive and engaging so the children don't get bored,Yes everything will be replaced with robots. it's more convenient ,Probably yes,,,,,,26,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Slightly,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Thanks for making me take this survey! It was new and modern,67ad0d2577a476b3ecdeb192,2
2/12/2025 22:51,2/12/2025 22:55,IP Address,208.38.225.176,100,213,True,2/12/2025 22:55,R_7pmTt43EB4E9l74,,,,,40.0414,-84.2023,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,,,,,,Probably yes,the technical quality seems really simple rather than technical ,"not entirely. maybe better movement speed or motions, not sure.",probably because they will outweigh humans and the way humans do things. make it more challenging for people,Definitely not,29,Female,Secondary,Not at all,Moderately,No,Not at all,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,,5f2bf7aa253520000bfc83b6,3
2/12/2025 22:49,2/12/2025 22:55,IP Address,96.239.106.137,100,341,True,2/12/2025 22:55,R_61tvN6Hic4Z1pcI,,,,,40.8777,-73.908,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,Definitely yes,"The robot, based on what was stated, seems to be skilled at 3D mapping. I would want to see how the robot performs in a game.",The robot should be trained on how to win games based on the positions on the board. ,"It is possible that robots like this could replace screen-based computers to understand technical topics. It would depend on the specific technology and how it performs. I think there will always be a use for screen-based computers, however.",Definitely not,,,,,,,,,,,34,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Very,Very,No,Moderately,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,653fb726d2b45b03e76d0c42,1
2/12/2025 22:46,2/12/2025 22:55,IP Address,128.197.28.133,100,510,True,2/12/2025 22:55,R_1Qc0Q5jWLNG7lWu,,,,,42.3464,-71.0975,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,Yes,,,,,,,,,,,Probably yes,While a bit delayed the robot followed what the audio was saying. As someone with little chess knowledge it was interesting to see how the robot would follow along. ,"It was a tad bit delayed in following along, but totally understandable.",TVs can show things from our imaginations that are not possible or costly. I don't think robots would be able to replace that. Robots would be a different form of entertainment.,Probably not,23,Female,University - Bachelors Degree,Moderately,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,610098ade3f5bd73650c747c,3
2/12/2025 22:50,2/12/2025 22:55,IP Address,175.29.7.229,100,304,True,2/12/2025 22:55,R_7GExcqjqR9o8GEV,,,,,40.7126,-74.0066,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,Yes,,,,,,Definitely yes,it is so understanding and intelligent to do what is required ,improving the handling object,yes because they programmed and can easily manipulate task,Definitely yes,,,,,,21,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Very,Very,Yes,Very,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,it is engaging,67aba76479971cdfd2d29035,2
